No.,TAB ID (SOFA),Plant,Family,,tropicos species,tropicos family
291,TYP5_11921,Bombax cyatophorum,BOMBACACEAE,291,Pseudobombax grandiflorum var. majus,Malvaceae
292,TYP5_11922,Bombax globosum,BOMBACACEAE,292,Eriotheca globosa,Malvaceae
293,TYP5_11923,Bombax quinatum,BOMBACACEAE,293,Pachira quinata,Malvaceae
294,TYP5_11924,Boscia octandra,CAPPARACEAE,294,Not found,Capparaceae
295,TYP5_11925,Brassica dichotoma,CRUCIFERAE,295,Brassica sp.,Brassicaceae
296,TYP5_11926,Brassica oleracea var. ...,CRUCIFERAE,296,Brassica oleracea,Brassicaceae
297,TYP5_11927,Brochoneura vouri,MYRISTICACEAE,297,Brochoneura vouri,Myristicaceae
298,TYP5_11928,Brucea amarissima,SIMAROUBACEAE,298,Brucea amarissima,Simaroubaceae
299,TYP5_11929,Brucea antidysenterica,SIMAROUBACEAE,299,Brucea antidysenterica,Simaroubaceae
300,TYP5_11930,Brunfelsia ramosissima,SOLANACEAE,300,Not found,Solanaceae
301,TYP5_11931,Bryonia dioica,CUCURBITACEAE,301,Bryonia dioica,Cucurbitaceae
302,TYP5_11932,Caesalpinia separia,LEGUMINOSAE-CAESALPINIOIDEAE,302,Caesalpinia decapetala,Fabaceae
303,TYP5_11933,Buchnerodendron speciosum,FLACOURTIACEAE,303,Buchnerodendron speciosum,Achariaceae
304,TYP5_11934,Bumelia obtusifolia,SAPOTACEAE,304,Sideroxylon obtusifolium,Sapotaceae
305,TYP5_11935,Calophyllum calaba,GUTTIFERAE,305,Calophyllum calaba,Calophyllaceae
306,TYP5_11936,Calopogonium mucunoides,LEGUMINOSAE-PAPILIONOIDEAE,306,Calopogonium mucunoides,Fabaceae
307,TYP5_11937,Calophyllum tomentosum,GUTTIFERAE,307,Calophyllum sp. ,Calophyllaceae
308,TYP5_11938,Calophyllum wightianum,GUTTIFERAE,308,Calophyllum sp. ,Calophyllaceae
309,TYP5_11939,Carapa grandiflora,MELIACEAE,309,Not found,Meliaceae
310,TYP5_11941,Calycanthus glaucus,CALYCANTHACEAE,310,Calycanthus floridus var. glaucus,Calycanthaceae
311,TYP5_11942,Camellia thea,THEACEAE,311,Camellia sinensis var. sinensis,Theaceae
312,TYP5_11943,Canarium colophania,BURSERACEAE,312,Canarium sp. ,Burseraceae
313,TYP5_11944,Canarium decumanum,BURSERACEAE,313,Canarium sp. ,Burseraceae
314,TYP5_11945,Carapa microcarpa,MELIACEAE,314,Carapa procera,Meliaceae
315,TYP5_11946,Carapa moluccensis,MELIACEAE,315,Xylocarpus rumphii,Meliaceae
316,TYP5_11947,Cardamomum minus,SCITAMINEAE,316,Cardamomum minus,Unknown
317,TYP5_11948,Carya alba,JUGLANDACEAE,317,Carya alba,Juglandaceae
318,TYP5_11949,Carya tonkinensis,JUGLANDACEAE,318,Carya tonkinensis,Juglandaceae
319,TYP5_11950,Caryocar butyrosum,CARYOCARACEAE,319,Caryocar villosum,Caryocaraceae
320,TYP5_11951,Caryocar nuciferum,CARYOCARACEAE,320,Caryocar nuciferum,Caryocaraceae
321,TYP5_11952,Caryocar tomentosum,CARYOCARACEAE,321,Not found,Caryocaraceae
322,TYP5_11953,Caryodendron orinocense,EUPHORBIACEAE,322,Caryodendron orinocense,Euphorbiaceae
323,TYP5_11954,Cassia arereh,LEGUMINOSAE-CAESALPINIOIDEAE,323,Cassia sp.,Fabaceae
324,TYP5_11955,Castanea vulgaris,FAGACEAE,324,Castanea sativa,Fagaceae
325,TYP5_11956,Castilloa elastica,MORACEAE,325,Castilla elastica,Moraceae
326,TYP5_11957,Cayaponia cabocla,CUCURBITACEAE,326,Cayaponia cabocla,Cucurbitaceae
327,TYP5_11958,Ceiba thonningii,BOMBACACEAE,327,Ceiba pentandra,Malvaceae
328,TYP5_11959,Celastrus senegalensis,CELASTRACEAE,328,Maytenus senegalensis,Celastraceae
329,TYP5_11960,Cephalonema polyandrum,TILIACEAE,329,Clappertonia polyandra,Malvaceae
330,TYP5_11961,Ceratotheca sesamoides,PEDALIACEAE,330,Ceratotheca sesamoides,Pedaliaceae
331,TYP5_11962,Chisocheton cummingianus,MELIACEAE,331,Not found,Meliaceae
332,TYP5_11963,Chloroxylon swietenia,RUTACEAE,332,Chloroxylon faho,Rutaceae
333,TYP5_11964,Chorisia insignis,BOMBACACEAE,333,Ceiba chodatii,Malvaceae
334,TYP5_11965,Chrysophyllum adzope,SAPOTACEAE,334,Chrysophyllum sp.,Sapotaceae
335,TYP5_11966,Chrysophyllum autranianum,SAPOTACEAE,335,Not found,Sapotaceae
336,TYP5_11967,Cinnamomum glanduliferum,LAURACEAE,336,Cinnamomum glanduliferum,Lauraceae
337,TYP5_11968,Cinnamomum pedunculatum,LAURACEAE,337,Cinnamomum japonicum,Lauraceae
338,TYP5_11969,Citrullus naudinianus,CUCURBITACEAE,338,Acanthosicyos naudinianus,Cucurbitaceae
339,TYP5_11970,Citrus nobilis,RUTACEAE,339,Citrus nobilis,Rutaceae
340,TYP5_11971,Cleome gigantea,CAPPARACEAE,340,Cleome viridiflora,Cleomaceae
341,TYP5_11972,Cochlospermum gossypium,COCHLOSPERMACEAE,341,Cochlospermum gossypium,Bixaceae
342,TYP5_11973,Cocos acrocomioides,PALMAE,342,Syagrus romanzoffiana,Arecaceae
343,TYP5_11974,Cocos coronata,PALMAE,343,Syagrus coronata,Arecaceae
344,TYP5_11975,Cocos pulposa,PALMAE,344,Butia capitata,Arecaceae
345,TYP5_11976,Coelocaryum cuneatum,MYRISTICACEAE,345,Coelocaryon preussii,Myristicaceae
346,TYP5_11977,Colchicum autumnale,COLCHICACEAE,346,Colchicum autumnale,Colchicaceae
347,TYP5_11978,Combretum butyrosum,COMBRETACEAE,347,Combretum butyrosum,Combretaceae
348,TYP5_11979,Combretum subumbellatum,COMBRETACEAE,348,Combretum subumbellatum,Combretaceae
349,TYP5_11980,Commiphora zanzibarica,BURSERACEAE,349,Commiphora zanzibarica,Burseraceae
350,TYP5_11981,Commiphora zanzibarica,BURSERACEAE,350,Commiphora zanzibarica,Burseraceae
351,TYP5_11982,Conringia occidentalis,CRUCIFERAE,351,Conringia sp.,Brassicaceae
352,TYP5_11983,Copeifera demeusii,LEGUMINOSAE,352,Guibourtia demeusei,Fabaceae
353,TYP5_11984,Couepia grandiflora,CHRYSOBALANACEAE,353,Couepia grandiflora,Chrysobalanaceae
354,TYP5_11985,Coumarona odorata,LEGUMINOSAE,354,Dipteryx odorata,Fabaceae
355,TYP5_11986,Couratari rufescens,LECYTHIDACEAE,355,Couratari pyramidata,Lecythidaceae
356,TYP5_11987,Crambe aspera,CRUCIFERAE,356,Crambe aspera,Brassicaceae
357,TYP5_11988,Crambe koktebelica,CRUCIFERAE,357,Crambe koktebelica,Brassicaceae
358,TYP5_11989,Crotalaria valentonii,LEGUMINOSAE-PAPILIONOIDEAE,358,Crotalaria sp.,Fabaceae
359,TYP5_11990,Croton elliotianus,EUPHORBIACEAE,359,Croton elliotianus,Euphorbiaceae
360,TYP5_11991,Croton macrostachys,EUPHORBIACEAE,360,Croton macrostachyus,Euphorbiaceae
361,TYP5_11992,Croton megalobotrys,EUPHORBIACEAE,361,Croton megalobotrys,Euphorbiaceae
362,TYP5_11993,Caloncoba glauca,FLACOURTIACEAE,362,Caloncoba glauca,Achariaceae
363,TYP5_11994,Crozophora plicata,EUPHORBIACEAE,363,Chrozophora plicata,Euphorbiaceae
364,TYP5_11995,Crozophora verbascifolia,EUPHORBIACEAE,364,Tournesol verbascifolia,Euphorbiaceae
365,TYP5_11997,Cucumis chate,CUCURBITACEAE,365,Cucumis melo,Cucurbitaceae
366,TYP5_11998,Cucumis utilissimus,CUCURBITACEAE,366,Cucumis melo,Cucurbitaceae
367,TYP5_11999,Cydonia japonica,ROSACEAE,367,Chaenomeles japonica,Rosaceae
368,TYP5_12000,Cydonia vulgaris,ROSACEAE,368,Cydonia sp.,Rosaceae
369,TYP5_12001,Cyperus articulatus,CYPERACEAE,369,Cyperus articulatus,Cyperaceae
370,TYP5_12002,Cytisus laburnum,LEGUMINOSAE-PAPILIONOIDEAE,370,Laburnum anagyroides,Fabaceae
371,TYP5_12003,Datura alba,SOLANACEAE,371,Datura metel,Solanaceae
372,TYP5_12011,Daubentonia drummondii,LEGUMINOSAE-PAPILIONOIDEAE,372,Sesbania drummondii,Fabaceae
373,TYP5_12012,Daubentonia longifolia,LEGUMINOSAE-PAPILIONOIDEAE,373,Sesbania longifolia,Fabaceae
374,TYP5_12013,Delphinium scopulorum,RANUNCULACEAE,374,Delphinium scopulorum,Ranunculaceae
375,TYP5_12014,Delphinium staphysagria,RANUNCULACEAE,375,Delphinium sp.,Ranunculaceae
376,TYP5_12015,Delphinium triste,RANUNCULACEAE,376,Delphinium sp.,Ranunculaceae
377,TYP5_12016,Delphinium turkestanicum,RANUNCULACEAE,377,Delphinium iliense,Ranunculaceae
378,TYP5_12017,Dialium corbisieri,LEGUMINOSAE-CAESALPINIOIDEAE,378,Dialium corbisieri,Fabaceae
379,TYP5_12018,Dialium yambataense,LEGUMINOSAE-CAESALPINIOIDEAE,379,Dialium pachyphyllum,Fabaceae
380,TYP5_12019,Dilobeia thouarsii,PROTEACEAE,380,Dilobeia thouarsii,Proteaceae
381,TYP5_12020,Diplothemium littorale,PALMAE,381,Allagoptera sp.,Arecaceae
382,TYP5_12021,Dipteryx oleifera,LEGUMINOSAE-PAPILIONOIDEAE,382,Dipteryx oleifera,Fabaceae
383,TYP5_12022,Dracocephalum moldavicum,LABIATAE,383,Dracocephalum sp.,Lamiaceae
384,TYP5_12023,Dumoria heckeli,SAPOTACEAE,384,Baillonella heckelii,Sapotaceae
385,TYP5_12024,Elaeis melanococca,PALMAE,385,Elaeis guineensis,Arecaceae
386,TYP5_12025,Erismadelphus baudoni,VOCHYSIACEAE,386,Not found,Vochysiaceae
387,TYP5_12027,Erucastrum elongatum,CRUCIFERAE,387,Brassica elongata subsp. elongata,Brassicaceae
388,TYP5_12028,Erythrina cristogalli,LEGUMINOSAE-PAPILIONOIDEAE,388,Erythrina crista-galli,Fabaceae
389,TYP5_12029,Eupatorium urticaefolium,COMPOSITAE,389,Praxelis diffusa,Asteraceae
390,TYP5_12030,Euphorbia calycina,EUPHORBIACEAE,390,Euphorbia sp.,Euphorbiaceae
391,TYP5_12031,Euphorbia cyparissias,EUPHORBIACEAE,391,Euphorbia cyparissias,Euphorbiaceae
392,TYP5_12032,Euphorbia elastica,EUPHORBIACEAE,392,Euphorbia elastica,Euphorbiaceae
393,TYP5_12033,Euphorbia erythraea,EUPHORBIACEAE,393,Euphorbia sieboldiana,Euphorbiaceae
394,TYP5_12034,Euphorbia esula,EUPHORBIACEAE,394,Euphorbia esula,Euphorbiaceae
395,TYP5_12035,Euphorbia exigua,EUPHORBIACEAE,395,Euphorbia exigua,Euphorbiaceae
396,TYP5_12036,Euphorbia gregaria,EUPHORBIACEAE,396,Euphorbia gregaria,Euphorbiaceae
397,TYP5_12037,Euphorbia peplus,EUPHORBIACEAE,397,Euphorbia peplus,Euphorbiaceae
398,TYP5_12038,Euphorbia platiphylla,EUPHORBIACEAE,398,Euphorbia platyphylla,Euphorbiaceae
399,TYP5_12039,Euphorbia stricta,EUPHORBIACEAE,399,Euphorbia stricta,Euphorbiaceae
400,TYP5_12040,Euphorbia verrucosa,EUPHORBIACEAE,400,Euphorbia flavicoma subsp. verrucosa,Euphorbiaceae
401,TYP5_12041,Eurycoma longifolia,SIMAROUBACEAE,401,Not found,Simaroubaceae
402,TYP5_12042,Euterpe oleracea,PALMAE,402,Euterpe oleracea,Arecaceae
403,TYP5_12043,Evonymus europaeus,,403,Euonymus europaeus,Celastraceae
404,TYP5_12044,Evonymus verrucosus,,404,Euonymus verrucosus,Celastraceae
405,TYP5_12045,Fagara altissima,RUTACEAE,405,Fagara sp.,Rutaceae
406,TYP5_12046,Fagara schinifolia,RUTACEAE,406,Zanthoxylum schinifolium,Rutaceae
407,TYP5_12047,Flacourtia cataphracta,FLACOURTIACEAE,407,Flacourtia jangomas,Salicaceae
408,TYP5_12048,Fragaria vesca,ROSACEAE,408,Fragaria vesca,Rosaceae
409,TYP5_12049,Fraxinus excelsior,OLEACEAE,409,Fraxinus excelsior,Oleaceae
410,TYP5_12050,Funtumia elastica,APOCYNACEAE,410,Funtumia elastica,Apocynaceae
411,TYP5_12051,Galeopsis ladanum,LABIATAE,411,Galeopsis ladanum,Lamiaceae
412,TYP5_12052,Garcinia balansae,GUTTIFERAE,412,Garcinia tonkinensis,Clusiaceae
413,TYP5_12053,Garcinia tonkinensis,GUTTIFERAE,413,Garcinia tonkinensis,Clusiaceae
414,TYP5_12054,Gelsemium nitidum,LOGANIACEAE,414,Gelsemium sempervirens,Gelsemiaceae
415,TYP5_12055,Gilletiella congolana,ACANTHACEAE,415,Not found,Acanthaceae
416,TYP5_12056,Glottidium vesecarium,LEGUMINOSAE-PAPILIONOIDEAE,416,Glottidium vesicarium,Fabaceae
417,TYP5_12057,Glyphaea grewioides,TILIACEAE,417,Glyphaea brevis,Malvaceae
418,TYP5_12058,Gomphia caduca,OCHNACEAE,418,Not found,Asteraceae
419,TYP5_12059,Gomphia parviflora,OCHNACEAE,419,Ouratea parviflora,Ochnaceae
420,TYP5_12060,Grewia populifolia,TILIACEAE,420,Grewia sp.,Malvaceae
421,TYP5_12061,Grewia villosa,TILIACEAE,421,Grewia villosa,Malvaceae
422,TYP5_12062,Gleditschia triacanthos,LEGUMINOSAE-CAESALPINIOIDEAE,422,Gleditsia triacanthos,Fabaceae
423,TYP5_12063,Guarea trichilioides,MELIACEAE,423,Guarea sp.,Meliaceae
424,TYP5_12064,Guizotia oleifera,COMPOSITAE,424,Guizotia abyssinica,Asteraceae
425,TYP5_12065,Gynocardia odorata,FLACOURTIACEAE,425,Gynocardia odorata,Achariaceae
426,TYP5_12066,Hancornia speciosa,APOCYNACEAE,426,Hancornia speciosa,Apocynaceae
427,TYP5_12067,Heeria paniculata,MELASTOMATACEAE,427,Not found,Asteraceae
428,TYP5_12068,Heisteria trillesiana,OLACACEAE,428,Heisteria sp.,Olacaceae
429,TYP5_12069,Hernandia ovigera,HERNANDIACEAE,429,Hernandia sp.,Hernandiaceae
430,TYP5_12070,Hernandia peltata,HERNANDIACEAE,430,Hernandia nymphaeifolia,Hernandiaceae
431,TYP5_12071,Heracleum spondylium,UMBELLIFERAE,431,Heracleum sphondylium,Apiaceae
432,TYP5_12072,Hernandia sonora,HERNANDIACEAE,432,Hernandia guianensis,Hernandiaceae
433,TYP5_12073,Hibiscus manihot,MALVACEAE,433,Abelmoschus manihot,Malvaceae
434,TYP5_12074,Hibiscus moschentos,MALVACEAE,434,Hibiscus moscheutos,Malvaceae
435,TYP5_12075,Hibiscus ponticus,MALVACEAE,435,Hibiscus sp.,Malvaceae
436,TYP5_12076,Hodgsonia capniocarpa,CUCURBITACEAE,436,Hodgsonia macrocarpa var. capniocarpa,Cucurbitaceae
437,TYP5_12077,Hura polyandra,EUPHORBIACEAE,437,Hura polyandra,Euphorbiaceae
438,TYP5_12078,Hydnocarpus alcalae,FLACOURTIACEAE,438,Hydnocarpus sp.,Achariaceae
439,TYP5_12079,Hydnocarpus cauliflora,FLACOURTIACEAE,439,Hydnocarpus sp.,Achariaceae
440,TYP5_12080,Hydnocarpus dawnensis,FLACOURTIACEAE,440,Hydnocarpus sp.,Achariaceae
441,TYP5_12081,Hydnocarpus hutchinsonii,FLACOURTIACEAE,441,Hydnocarpus sp.,Achariaceae
442,TYP5_12082,Hydnocarpus illicifolia,FLACOURTIACEAE,442,Hydnocarpus sp.,Achariaceae
443,TYP5_12083,Hydnocarpus macrocarpa,FLACOURTIACEAE,443,Hydnocarpus sp.,Achariaceae
444,TYP5_12084,Hydnocarpus octandra,FLACOURTIACEAE,444,Hydnocarpus sp.,Achariaceae
445,TYP5_12085,Hydnocarpus ovoidea,FLACOURTIACEAE,445,Hydnocarpus sp.,Achariaceae
446,TYP5_12086,Hydnocarpus subfalcata,FLACOURTIACEAE,446,Hydnocarpus sp.,Achariaceae
447,TYP5_12087,Hydnocarpus venenata,FLACOURTIACEAE,447,Hydnocarpus sp.,Achariaceae
448,TYP5_12088,Hydnocarpus verrucosa,FLACOURTIACEAE,448,Hydnocarpus sp.,Achariaceae
449,TYP5_12089,Hydnocarpus woodii,FLACOURTIACEAE,449,Hydnocarpus sp.,Achariaceae
450,TYP5_12090,Hymenaea courbaril,LEGUMINOSAE-CAESALPINIOIDEAE,450,Hymenaea courbaril,Fabaceae
451,TYP5_12091,Hyphaene guineensis,PALMAE,451,Chamaeriphes guineensis,Arecaceae
452,TYP5_12092,Hyphaene thebaica,PALMAE,452,Hyphaene thebaica,Arecaceae
453,TYP5_12093,Illicium anisatum,ILLICIACEAE,453,Illicium sp.,Schisandraceae
454,TYP5_12094,Imbricaria coriacea,MYRTACEAE,454,Mimusops coriacea,Sapotaceae
455,TYP5_12095,Ipomoea muricata,CONVOLVULACEAE,455,Ipomoea muricata,Convolvulaceae
456,TYP5_12096,Irvingia malayana,ARALIACEAE,456,Not found,Irvingiaceae
457,TYP5_12097,Irvingia oliveri,ARALIACEAE,457,Not found,Araliaceae
458,TYP5_12098,Irvingia robur,ARALIACEAE,458,Not found,Irvingiaceae
459,TYP5_12099,Isoptera borneensis,DIPTEROCARPACEAE,459,Not found,Dipterocarpaceae
460,TYP5_12100,Ixora coccinea,RUBIACEAE,460,Ixora coccinea,Rubiaceae
461,TYP5_12101,Jatropha glandulifera,EUPHORBIACEAE,461,Jatropha sp.,Euphorbiaceae
462,TYP5_12102,Jatropha hastata,EUPHORBIACEAE,462,Jatropha integerrima,Euphorbiaceae
463,TYP5_12103,Jatropha podagraria,EUPHORBIACEAE,463,Jatropha sp.,Euphorbiaceae
464,TYP5_12104,Jatropha stimulosa,EUPHORBIACEAE,464,Cnidoscolus urens,Euphorbiaceae
465,TYP5_12105,Jessenia polycarpa,PALMAE,465,Oenocarpus bataua,Arecaceae
466,TYP5_12106,Joannesia heveoides,EUPHORBIACEAE,466,Joannesia heveoides,Euphorbiaceae
467,TYP5_12107,Joannesia princeps,EUPHORBIACEAE,467,Joannesia princeps,Euphorbiaceae
468,TYP5_12108,Juglans manschurica,JUGLANDACEAE,468,Juglans mandshurica,Juglandaceae
469,TYP5_12112,Juglans regia var. sinensis,JUGLANDACEAE,469,Juglans regia,Juglandaceae
470,TYP5_12117,Juglans sieboldiana,JUGLANDACEAE,470,Juglans ailanthifolia,Juglandaceae
471,TYP5_12118,Klainedoxa latifolia,IRVINGIACEAE,471,Not found,Irvingiaceae
472,TYP5_12119,Lactuca scariola var. oleifera,COMPOSITAE,472,Lactuca serriola,Asteraceae
473,TYP5_12120,Larix europaea,PINACEAE,473,Larix decidua,Pinaceae
474,TYP5_12121,Laurus lusitanica,LAURACEAE,474,Laurus sp.,Lauraceae
475,TYP5_12136,Lavatera cachemiriana,MALVACEAE,475,Lavatera cachemiriana,Malvaceae
476,TYP5_12137,Lavatera cretica,MALVACEAE,476,Malva pseudolavatera,Malvaceae
477,TYP5_12138,Lavatera mauritanica,MALVACEAE,477,Lavatera sp.,Malvaceae
478,TYP5_12139,Lavatera thuringiaca,MALVACEAE,478,Lavatera thuringiaca,Malvaceae
479,TYP5_12140,Lebrunia bushaie,GUTTIFERAE,479,Not found,Calophyllaceae
480,TYP5_12141,Lecythis urnigera,LECYTHIDACEAE,480,Lecythis pisonis,Lecythidaceae
481,TYP5_12142,Leontodon taraxacum,COMPOSITAE,481,Taraxacum officinale,Asteraceae
482,TYP5_12143,Leucas zeylanica,LABIATAE,482,Leucas zeylanica,Lamiaceae
483,TYP5_12144,Licania arborea,CHRYSOBALANACEAE,483,Licania arborea,Chrysobalanaceae
484,TYP5_12145,Licania mollis,CHRYSOBALANACEAE,484,Licania mollis,Chrysobalanaceae
485,TYP5_12146,Licania venenosa,CHRYSOBALANACEAE,485,Licania alba,Chrysobalanaceae
486,TYP5_12147,Limonia warneckii,RUTACEAE,486,Limonia sp.,Rutaceae
487,TYP5_12148,Linaria reticulata,SCROPHULARIACEAE,487,Linaria reticulata,Plantaginaceae
488,TYP5_12149,Lindackeria dentata,FLACOURTIACEAE,488,Lindackeria dentata,Achariaceae
489,TYP5_12150,Lindera hypoleuca,LAURACEAE,489,Lindera sp.,Lauraceae
490,TYP5_12151,Lindera sericea,LAURACEAE,490,Lindera sericea,Lauraceae
491,TYP5_12153,Linum alpinum,LINACEAE,491,Linum sp.,Linaceae
492,TYP5_12154,Litsea polyantha,LAURACEAE,492,Litsea monopetala,Lauraceae
493,TYP5_12155,Litsea sebifera,LAURACEAE,493,Litsea glutinosa var. glutinosa,Lauraceae
494,TYP5_12156,Litsea stocksii,LAURACEAE,494,Litsea sp.,Lauraceae
495,TYP5_12157,Litsea tetranthera,LAURACEAE,495,Litsea sp.,Lauraceae
496,TYP5_12158,Litsea wightiana,LAURACEAE,496,Litsea wightiana,Lauraceae
497,TYP5_12159,Lonchocarpus sericeus,LEGUMINOSAE-PAPILIONOIDEAE,497,Lonchocarpus sericeus,Fabaceae
498,TYP5_12160,Lonicera nigra,LORANTHACEAE,498,Lonicera nigra,Caprifoliaceae
499,TYP5_12161,Lonicera xylosteum,LORANTHACEAE,499,Lonicera xylosteum,Caprifoliaceae
500,TYP5_12162,Lophira alata,OCHNACEAE,500,Lophira alata,Ochnaceae
501,TYP5_12163,Lophira procera,OCHNACEAE,501,Lophira alata,Ochnaceae
502,TYP5_12164,Lucuma mammosa,SAPOTACEAE,502,Pouteria sapota,Sapotaceae
503,TYP5_12167,Luffa purgans,CUCURBITACEAE,503,Luffa operculata,Cucurbitaceae
504,TYP5_12168,Lupinus cruickshanskii,LEGUMINOSAE-PAPILIONOIDEAE,504,Lupinus mutabilis var. mutabilis,Fabaceae
505,TYP5_12169,Lycopodium clavatum,LYCOPODIACEAE,505,Lycopodium clavatum,Lycopodiaceae
506,TYP5_12170,Mabea fistulosa,EUPHORBIACEAE,506,Homalanthus fastuosus,Asteraceae
507,TYP5_12171,Machilus odoratissimus,LAURACEAE,507,Persea odoratissima,Lauraceae
508,TYP5_12172,Machilus thunbergii,LAURACEAE,508,Machilus thunbergii,Lauraceae
509,TYP5_12173,Maclura aurantiaca,MORACEAE,509,Maclura pomifera,Moraceae
510,TYP5_12174,Macrolobium coeruloides,LEGUMINOSAE-CAESALPINIOIDEAE,510,Macrolobium sp.,Fabaceae
511,TYP5_12175,Macrolobium dewevrei,LEGUMINOSAE-CAESALPINIOIDEAE,511,Gilbertiodendron dewevrei,Fabaceae
512,TYP5_12176,Madia corymbosa,COMPOSITAE,512,Madia corymbosa,Asteraceae
513,TYP5_12177,Magnolia hypoleuca,MAGNOLIACEAE,513,Houpoea obovata,Magnoliaceae
514,TYP5_12178,Magnolia hypoleuca,MAGNOLIACEAE,514,Houpoea obovata,Magnoliaceae
515,TYP5_12179,Magnolia hypoleuca,MAGNOLIACEAE,515,Houpoea obovata,Magnoliaceae
516,TYP5_12180,Magnolia kobus,MAGNOLIACEAE,516,Yulania kobus,Magnoliaceae
517,TYP5_12181,Magnolia macrophylla,MAGNOLIACEAE,517,Magnolia macrophylla,Magnoliaceae
518,TYP5_12182,Magnolia obovata,MAGNOLIACEAE,518,Houpoea obovata,Magnoliaceae
519,TYP5_12183,Mahonia aquifolium,BERBERIDACEAE,519,Odostemon aquifolium,Berberidaceae
520,TYP5_12184,Malva borealis,MALVACEAE,520,Malva borealis,Malvaceae
521,TYP5_12185,Malva brasiliensis,MALVACEAE,521,Mabea brasiliensis,Euphorbiaceae
522,TYP5_12186,Malva crispa,MALVACEAE,522,Malva crispa,Malvaceae
523,TYP5_12187,Malva oxyloba,MALVACEAE,523,Malva sp.,Asteraceae
524,TYP5_12188,Malva rotundifolia,MALVACEAE,524,Malva sp.,Malvaceae
525,TYP5_12189,Mammea africana,GUTTIFERAE,525,Mammea africana,Calophyllaceae
526,TYP5_12190,Manicaria saccifera,PALMAE,526,Manicaria saccifera,Arecaceae
527,TYP5_12191,Manihot dichotoma,EUPHORBIACEAE,527,Manihot dichotoma,Euphorbiaceae
528,TYP5_12192,Manihot glaziovii,EUPHORBIACEAE,528,Manihot glaziovii,Euphorbiaceae
529,TYP5_12193,Manihot palmata,EUPHORBIACEAE,529,Manihot leptopoda,Euphorbiaceae
530,TYP5_12195,Manihot piauhyensis,EUPHORBIACEAE,530,Manihot caerulescens subsp. caerulescens,Euphorbiaceae
531,TYP5_12196,Manihot utilissima,EUPHORBIACEAE,531,Manihot esculenta,Euphorbiaceae
532,TYP5_12197,Manniophytum fulvum,EUPHORBIACEAE,532,Manniophyton fulvum,Euphorbiaceae
533,TYP6_00236,Mappia foetida,ICACINACEAE,533,Mappia sp. ,Icacinaceae
534,TYP6_00237,Martynia diandra,PEDALIACEAE,534,Martynia annua,Martyniaceae
535,TYP6_00238,Martynia louisiana,PEDALIACEAE,535,Martynia louisiana,Martyniaceae
536,TYP6_00239,Mauritia vinifera,PALMAE,536,Mauritia flexuosa,Arecaceae
537,TYP6_00240,Maximiliana caribaea,PALMAE,537,Attalea maripa,Arecaceae
538,TYP6_00241,Maximiliana regia,PALMAE,538,Attalea maripa,Arecaceae
539,TYP6_00242,Maytenus disticha,CELASTRACEAE,539,Maytenus disticha,Celastraceae
540,TYP6_00243,Melaleuca alternifolia,MYRTACEAE,540,Melaleuca sp.,Myrtaceae
541,TYP6_00244,Melampyrum arvense,SCROPHULARIACEAE,541,Melampyrum arvense,Orobanchaceae
542,TYP6_00245,Menyanthes trifoliata,MENYANTHACEAE,542,Menyanthes trifoliata,Menyanthaceae
543,TYP6_00246,Mercurialis perennis,EUPHORBIACEAE,543,Synema perenne,Euphorbiaceae
544,TYP6_00247,Mercurialis tomentosa,EUPHORBIACEAE,544,Mercurialis sp.,Euphorbiaceae
545,TYP6_00248,Michelia champaca,MAGNOLIACEAE,545,Magnolia champaca,Magnoliaceae
546,TYP6_00249,Microdesmis puberula,PANDACEAE,546,Microdesmis puberula,Pandaceae
547,TYP6_00250,Millettia ichtyoctona,LEGUMINOSAE-PAPILIONOIDEAE,547,Millettia ichthyochtona,Fabaceae
548,TYP6_00252,Mimosa pudica,LEGUMINOSAE-MIMOSOIDEAE,548,Mimosa pudica,Fabaceae
549,TYP6_00253,Mimusops elengi,SAPOTACEAE,549,Mimusops elengi,Sapotaceae
550,TYP6_00254,Mimusops hexandra,SAPOTACEAE,550,Manilkara hexandra,Sapotaceae
551,TYP6_00255,Momordica cochinchinensis,CUCURBITACEAE,551,Momordica cochinchinensis,Cucurbitaceae
552,TYP6_00256,Momordica dioica,CUCURBITACEAE,552,Momordica dioica,Cucurbitaceae
553,TYP6_00257,Monodora myristica,ANNONACEAE,553,Monodora myristica,Annonaceae
554,TYP6_00258,Monopterix uacu,LEGUMINOSEAE,554,Monopteryx uaucu,Fabaceae
555,TYP6_00259,Moquilea tomentosa,CHRYSOBALANACEAE,555,Licania tomentosa,Chrysobalanaceae
556,TYP6_00260,Moringa aptera,MORINGACEAE,556,Morinda tinctoria var. aspera,Rubiaceae
557,TYP6_00261,Moringa concanensis,MORINGACEAE,557,Moringa concanensis,Moringaceae
558,TYP6_00262,Moringa drouhardi,MORINGACEAE,558,Moringa drouhardii,Moringaceae
559,TYP6_00263,Moringa hildebrandti,MORINGACEAE,559,Moringa hildebrandtii,Moringaceae
560,TYP6_00264,Moringa pterygosperma,MORINGACEAE,560,Moringa oleifera,Moringaceae
561,TYP6_00265,Morus alba,MORACEAE,561,Morus alba,Moraceae
562,TYP6_00266,Mucuna capitata,LEGUMINOSAE-PAPILIONOIDEAE,562,Not found,Fabaceae
