Name_submitted	Name_matched	Author_matched	Overall_score	Taxonomic_status	Accepted_name	Accepted_author	Accepted_family	Source	Warnings	Accepted_name_lsid	user_id
Elaeagnaceae Hippophae neurocarpa ssp. Neurocarpa (China)	Hippophae neurocarpa		0.9	Accepted	Hippophae neurocarpa	S.W. Liu & T.N. He	Elaeagnaceae	tropicos	 		12020
Elaeagnaceae Hippophae neurocarpa ssp. Stellatopilosa (Litang.)	Hippophae neurocarpa		0.9	Accepted	Hippophae neurocarpa	S.W. Liu & T.N. He	Elaeagnaceae	tropicos	 		12021
Elaeagnaceae Hippophae neurocarpa ssp. Stellatopilosa (China)	Hippophae neurocarpa		0.9	Accepted	Hippophae neurocarpa	S.W. Liu & T.N. He	Elaeagnaceae	tropicos	 		12022
Elaeagnaceae Hippophae rhamnoides (China)	Hippophae rhamnoides	L.	0.83	Accepted	Hippophae rhamnoides	L.	Elaeagnaceae	tropicos;usda	 		12023
Elaeagnaceae Hippophae rhamnoides	Hippophae rhamnoides		1	Accepted	Hippophae rhamnoides	L.	Elaeagnaceae	tropicos;usda	 		12024
Elaeagnaceae Hippophae rhamnoides (Finnland)	Hippophae rhamnoides	L.	0.83	Accepted	Hippophae rhamnoides	L.	Elaeagnaceae	tropicos;usda	 		12025
Elaeagnaceae Hippophae rhamnoides ssp. rhamnoides (Finnland)	Hippophae rhamnoides		0.77	Accepted	Hippophae rhamnoides	L.	Elaeagnaceae	tropicos;usda	 [Partial match] 		12026
Elaeagnaceae Hippophae rhamnoides ssp. sinensis	Hippophae rhamnoides subsp. sinensis		1	Accepted	Hippophae rhamnoides subsp. sinensis	Rousi	Elaeagnaceae	tropicos	 		12027
Elaeagnaceae Hippophae rhamnoides ssp. turcestanica	Hippophae rhamnoides subsp. turkestanica		0.99	Accepted	Hippophae rhamnoides subsp. turkestanica	Rousi	Elaeagnaceae	tropicos	 		12028
Elaeagnaceae Hippophae rhamnoides ssp. turcestanica (Pakistan)	Hippophae rhamnoides subsp. turkestanica	Rousi	0.8	Accepted	Hippophae rhamnoides subsp. turkestanica	Rousi	Elaeagnaceae	tropicos	 		12029
Elaeagnaceae Hippophae rhamnoides ssp. turcestanica (Yili; China)	Hippophae rhamnoides subsp. turkestanica	Rousi	0.81	Accepted	Hippophae rhamnoides subsp. turkestanica	Rousi	Elaeagnaceae	tropicos	 		12030
Elaeagnaceae Hippophae rhamnoides ssp. yunnanensis (Zhongidan; China)	Hippophae rhamnoides subsp. yunnanensis	Rousi	0.8	Accepted	Hippophae rhamnoides subsp. yunnanensis	Rousi	Elaeagnaceae	tropicos	 		12031
Elaeagnaceae Hippophae thibeticus	Hippophae		0.6	Accepted	Hippophae	L.	Elaeagnaceae	tropicos	 [Partial match] 		12032
Elaeagnaceae Hippophae tibetana	Hippophae tibetana		1	Accepted	Hippophae tibetana	Schltdl.	Elaeagnaceae	tropicos	 		12033
Apocynaceae Holarrhena wulfsbergii (Nigeria)	Holarrhena wulfsbergii	Stapf	0.8	No opinion				tropicos	 		12034
Gramineae Holcus lanatus	Holcus lanatus		1	Accepted	Holcus lanatus	L.	Poaceae	tropicos;usda	 		12035
Caryophyllaceae Honckenya ficifolia (Signapur)	Honckenya ficifolia	Willd.	0.48	Accepted	Honckenya ficifolia	Willd.	Malvaceae	tropicos	 		12036
Myristicaceae Horsfieldia irya	Horsfieldia irya		1	Accepted	Horsfieldia irya	(Gaertn.) Warb.	Myristicaceae	tropicos	 		12037
Moraceae Humulus japonicus Sieb. et Zucc.	Humulus japonicus	Siebold & Zucc.	0.64	Synonym	Humulus scandens	(Lour.) Merr.	Cannabaceae	tropicos	 		12038
Moraceae Humulus lupulus	Humulus lupulus		0.6	Accepted	Humulus lupulus	L.	Cannabaceae	tropicos;usda	 		12039
Flacourtiaceae Hydnocarpus anthelmintica Pieire.	Hydnocarpus anthelminticus	Pierre ex Lanessan	0.84	Accepted	Hydnocarpus anthelminticus	Pierre ex Lanessan	Achariaceae	usda	 		12040
Flacourtiaceae Hydnocarpus wightiana	Hydnocarpus wightiana		1	No opinion				tropicos	 		12041
Saxifragaceae Hydrangea petiolaris	Hydrangea petiolaris		0.6	Accepted	Hydrangea petiolaris	Siebold & Zucc.	Hydrangeaceae	tropicos	 		12042
Clusiaseae Hypericum perforatum	No suitable matches found.		0						 		12043
Compositae Hypochaeris radicata	Hypochaeris radicata		1	Accepted	Hypochaeris radicata	L.	Asteraceae	tropicos;usda	 		12044
Amaryllideae Hypoxis pusilla hook.	No suitable matches found.		0						 		12045
Labiatae Hyssopus officinalis	Hyssopus officinalis		1	Accepted	Hyssopus officinalis	L.	Lamiaceae	tropicos;usda	 		12046
Brassicaceae Iberis contracta	Iberis contracta		1	Synonym	Iberis ciliata subsp. contracta	(Pers.) Moreno	Brassicaceae	tropicos	 		12047
Flacourtiaceae Idesia polycarpa	Idesia polycarpa		1	Accepted	Idesia polycarpa	Maxim.	Salicaceae	tropicos;usda	 		12048
Aquifoliaceae Ilex pubescens	Ilex pubescens		1	Accepted	Ilex pubescens	Hook. & Arn.	Aquifoliaceae	tropicos	 		12049
Illiaciaceae Illicium	Illicium		0.99	Accepted	Illicium	L.	Schisandraceae	tropicos	 		12050
 Incillaria confusa	No suitable matches found.		0						 		12051
Leguminosae Indigofera glabra	Indigofera glabra		1	Illegitimate				tropicos	 		12052
 Insula helenium	Inula helenium		0.87	Accepted	Inula helenium	L.	Asteraceae	tropicos;gcc;usda	 		12053
Ihigenieae Iphigenia novas-zelandiae	No suitable matches found.		0						 		12054
Convolvulaceae Ipomoea alba L.	Ipomoea alba	L.	1	Accepted	Ipomoea alba	L.	Convolvulaceae	tropicos;usda	 		12055
Convolvulaceae Ipomoea aquatica (N.-Vietnam)	Ipomoea aquatica	Forssk.	0.8	Accepted	Ipomoea aquatica	Forssk.	Convolvulaceae	tropicos;usda	 		12056
Convolvulaceae Ipomoea decasperima	Ipomoea decasperma		0.99	Accepted	Ipomoea decasperma	Hallier f.	Convolvulaceae	tropicos	 		12057
Convolvulaceae Ipomoea digitata L.	Ipomoea digitata	L.	1	Synonym	Ipomoea cheirophylla	O'Donell	Convolvulaceae	tropicos	 		12058
Convolvulaceae Ipomoea digitata L. (Singapur)	Ipomoea digitata	L.	0.9	Synonym	Ipomoea cheirophylla	O'Donell	Convolvulaceae	tropicos	 		12059
Convolvulaceae Ipomoea hederacea	Ipomoea hederacea		1	Accepted	Ipomoea hederacea	Jacq.	Convolvulaceae	tropicos;usda	 		12060
Convolvulaceae Ipomoea murucoides	Ipomoea murucoides		1	Accepted	Ipomoea murucoides	Roem. & Schult.	Convolvulaceae	tropicos	 		12061
Convolvulaceae Ipomoea nil-Roh (L.) Roth.	Ipomoea nil	(L.) Roth	0.71	Accepted	Ipomoea nil	(L.) Roth	Convolvulaceae	tropicos;usda	 		12062
Convolvulaceae Ipomoea violaceae L.	Ipomoea violacea	L.	0.99	Accepted	Ipomoea violacea	L.	Convolvulaceae	tropicos;usda	 		12063
Simarubaceae Irvingia gabonensis	Irvingia gabonensis		0.99	Accepted	Irvingia gabonensis	(Aubry-Lecomte ex O'Rorke) Baill.	Irvingiaceae	tropicos	 		12064
Ixonanthaceae Irvingia malayana	Irvingia malayana		0.6	No opinion				tropicos	 		12065
Cruciferae Isatis tinctoria	Isatis tinctoria		1	Accepted	Isatis tinctoria	L.	Brassicaceae	tropicos;usda	 		12066
Leguminosae Isoberlinia angolensis	Isoberlinia angolensis		1	Accepted	Isoberlinia angolensis	(Welw. ex Benth.) Hoyle & Brenan	Fabaceae	tropicos	 		12067
Proteaceae Isopagon anemonifolius (Austral.)	Isopogon anemonifolius	(R.A. Salisbury) Knight	0.82	Accepted	Isopogon anemonifolius	(R.A. Salisbury) Knight	Proteaceae	tropicos	 		12068
Compositae Iva xanthifolia	Iva xanthifolia		1	Synonym	Cyclachaena xanthiifolia	(Nutt.) Fresen.	Asteraceae	usda	 		12069
Jatropha curcas 	Jatropha curcas		1	Accepted	Jatropha curcas	L.	Euphorbiaceae	tropicos;usda	 		12070
Jatropha curcas 	Jatropha curcas		1	Accepted	Jatropha curcas	L.	Euphorbiaceae	tropicos;usda	 		12071
Jatropha curcas 	Jatropha curcas		1	Accepted	Jatropha curcas	L.	Euphorbiaceae	tropicos;usda	 		12072
Jessenia bataua 	Jessenia bataua		1	Synonym	Oenocarpus bataua	Mart.	Arecaceae	tropicos	 		12073
Jessenia oenocarpus 	Jessenia		0.5	Synonym	Oenocarpus	Mart.	Arecaceae	tropicos	 [Partial match] 		12074
Juglans mandshurica Maxim. 	Juglans mandshurica	Maxim.	1	Accepted	Juglans mandshurica	Maxim.	Juglandaceae	tropicos;usda	 		12075
Juglans regia 	Juglans regia		1	Accepted	Juglans regia	L.	Juglandaceae	tropicos;usda	 		12076
Juglans regia 	Juglans regia		1	Accepted	Juglans regia	L.	Juglandaceae	tropicos;usda	 		12077
Julbernardia globiflora 	Julbernardia globiflora		1	Accepted	Julbernardia globiflora	(Benth.) Troupin	Fabaceae	tropicos	 		12078
Juncus acutus 	Juncus acutus		1	Accepted	Juncus acutus	L.	Juncaceae	tropicos;usda	 		12079
Juncus bufonius 	Juncus bufonius		1	Accepted	Juncus bufonius	L.	Juncaceae	tropicos;usda	 		12080
Juncus compressus 	Juncus compressus		1	Accepted	Juncus compressus	Jacq.	Juncaceae	tropicos;usda	 		12081
Juncus sorrentinii 	Juncus sorrentinii		1	Synonym	Juncus bufonius var. sorrentinii	(Parl.) Husn.	Juncaceae	tropicos	 		12082
Juniperus oxycedrus 	Juniperus oxycedrus		1	Accepted	Juniperus oxycedrus	L.	Cupressaceae	tropicos;usda	 		12083
Khaya grandifoliola 	Khaya grandifoliola		1	Accepted	Khaya grandifoliola	A. Juss.	Meliaceae	tropicos	 		12084
Khaya grandifoliola 	Khaya grandifoliola		1	Accepted	Khaya grandifoliola	A. Juss.	Meliaceae	tropicos	 		12085
Khaya ivorensis 	Khaya ivorensis		1	Accepted	Khaya ivorensis	A. Chev.	Meliaceae	tropicos	 		12086
Khaya nyasica 	Khaya nyasica		1	Accepted	Khaya nyasica	Stapf ex Baker f.	Meliaceae	tropicos	 		12087
Kirkia acuminata 	Kirkia acuminata		1	Accepted	Kirkia acuminata	Oliv.	Kirkiaceae	tropicos	 		12088
Knautia dipsacifolia 	Knautia dipsacifolia		1	Accepted	Knautia dipsacifolia	Kreutzer	Caprifoliaceae	tropicos	 		12089
Knema attenuata 	Knema		0.5	Accepted	Knema	Lour.	Myristicaceae	tropicos	 [Partial match] 		12090
Knema elegans 	Knema elegans		1	Accepted	Knema elegans	Warb.	Myristicaceae	tropicos	 		12091
Knowetonia vesicatoria 	Knowltonia vesicatoria		0.98	Accepted	Knowltonia vesicatoria	Sims	Ranunculaceae	tropicos	 		12092
Koelreuteria bipinnata 	Koelreuteria bipinnata		1	Accepted	Koelreuteria bipinnata	Franch.	Sapindaceae	tropicos	 		12093
Koelreuteria paniculata 	Koelreuteria paniculata		1	Accepted	Koelreuteria paniculata	Laxm.	Sapindaceae	tropicos;usda	 		12094
Koelreuteria paniculata 	Koelreuteria paniculata		1	Accepted	Koelreuteria paniculata	Laxm.	Sapindaceae	tropicos;usda	 		12095
Koelreuteria paniculata 	Koelreuteria paniculata		1	Accepted	Koelreuteria paniculata	Laxm.	Sapindaceae	tropicos;usda	 		12096
Lagenaria mascarena 	Lagenaria mascarena		1	Synonym	Lagenaria sphaerica	(Sond.) Naudin	Cucurbitaceae	tropicos	 		12097
Lagenaria siceraria 	Lagenaria siceraria		1	Accepted	Lagenaria siceraria	(Molina) Standl.	Cucurbitaceae	tropicos;usda	 		12098
Lagenaria siceraria 	Lagenaria siceraria		1	Accepted	Lagenaria siceraria	(Molina) Standl.	Cucurbitaceae	tropicos;usda	 		12099
Lagenaria siceraria 	Lagenaria siceraria		1	Accepted	Lagenaria siceraria	(Molina) Standl.	Cucurbitaceae	tropicos;usda	 		12100
Lagerstroemia indica 	Lagerstroemia indica		1	Accepted	Lagerstroemia indica	L.	Lythraceae	tropicos;usda	 		12101
Lagerstroemia indica 	Lagerstroemia indica		1	Accepted	Lagerstroemia indica	L.	Lythraceae	tropicos;usda	 		12102
Lagerstroemia thomsonii 	Lagerstroemia		0.5	Accepted	Lagerstroemia	L.	Lythraceae	tropicos	 [Partial match] 		12103
Lallemantia iberica 	Lallemantia iberica		1	No opinion				tropicos	 		12104
Lantana ssp. 	Lantana		0.9	Accepted	Lantana	L.	Verbenaceae	tropicos	 		12105
Lappula echinata 	Lappula echinata		1	Accepted	Lappula echinata	Gilib.	Boraginaceae	tropicos	 		12106
Lappula myosotis 	Lappula myosotis		1	Accepted	Lappula myosotis	V. Wolf	Boraginaceae	tropicos	 		12107
Lasiopetalum behrii 	Lasiopetalum		0.5	No opinion				tropicos	 [Partial match] 		12108
Lasiopetalum indutum 	Lasiopetalum indutum		1	No opinion				tropicos	 		12109
Lathyrus davidii Hancl. 	Lathyrus davidii	Hance	0.92	Accepted	Lathyrus davidii	Hance	Fabaceae	tropicos	 		12110
Lavandula angustifolia 	Lavandula angustifolia		1	Accepted	Lavandula angustifolia	Mill.	Lamiaceae	tropicos;usda	 		12111
Lavandula angustifolia 	Lavandula angustifolia		1	Accepted	Lavandula angustifolia	Mill.	Lamiaceae	tropicos;usda	 		12112
Lavandula angustifolia 	Lavandula angustifolia		1	Accepted	Lavandula angustifolia	Mill.	Lamiaceae	tropicos;usda	 		12113
Lavandula stoechas subsp. Luisieri 	Lavandula stoechas		0.9	Synonym	Stoechas officinarum	(L.) Mill.	Lamiaceae	tropicos	 		12114
Lavatera kashmiriana 	Lavatera		0.5	Accepted	Lavatera	L.	Malvaceae	tropicos	 [Partial match] 		12115
Lawsonia alba 	Lawsonia alba		1	Synonym	Lawsonia inermis	L.	Lythraceae	tropicos;usda	 		12116
Ledum palustre 	Ledum palustre		1	Accepted	Ledum palustre	L.	Ericaceae	tropicos;usda	 		12117
Lens esculenta 	Lens esculenta		1	Synonym	Lens culinaris	Medik.	Fabaceae	tropicos;usda	 		12118
Lespedeza formosa 	Lespedeza formosa		1	Accepted	Lespedeza formosa	(Vogel) Koehne	Fabaceae	tropicos;usda	 		12119
Lesquerella argyrea S. Wats. 	Lesquerella argyraea	(A. Gray) S. Watson	0.88	Synonym	Physaria argyraea	(A. Gray) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12120
Lesquerella auriculata 	Lesquerella auriculata		1	Synonym	Paysonia auriculata	(Engelm. & A. Gray) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12121
Lesquerella auriculata 	Lesquerella auriculata		1	Synonym	Paysonia auriculata	(Engelm. & A. Gray) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12122
Lesquerella densiflora 	Lesquerella densiflora		1	Synonym	Physaria densiflora	(A. Gray) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12123
Lesquerella densipila 	Lesquerella densipila		1	Synonym	Paysonia densipila	(Rollins) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12124
Lesquerella fendleri 	Lesquerella fendleri		1	Synonym	Physaria fendleri	(A. Gray) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12125
Lesquerella fendleri 	Lesquerella fendleri		1	Synonym	Physaria fendleri	(A. Gray) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12126
Lesquerella globosa (Nutt.) Wats. 	Lesquerella globosa	(Desv.) S. Watson	0.9	Synonym	Physaria globosa	(Desv.) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12127
Lesquerella globosa (Nutt.) Wats. 	Lesquerella globosa	(Desv.) S. Watson	0.9	Synonym	Physaria globosa	(Desv.) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12128
Lesquerella gordonii (S. Wats.) 	Lesquerella gordonii	(A. Gray) S. Watson	0.89	Synonym	Physaria gordonii	(A. Gray) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12129
Lesquerella inflata 	Lesquerella inflata		1	Accepted	Lesquerella inflata	Rollins & E.A. Shaw	Brassicaceae	tropicos	 		12130
Lesquerella lasiocarpa 	Lesquerella lasiocarpa		1	Synonym	Paysonia lasiocarpa	(Hook. ex A. Gray) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12131
Lesquerella lasiocarpa 	Lesquerella lasiocarpa		1	Synonym	Paysonia lasiocarpa	(Hook. ex A. Gray) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12132
Lesquerella lasiocarpa 	Lesquerella lasiocarpa		1	Synonym	Paysonia lasiocarpa	(Hook. ex A. Gray) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12133
Lesquerella lindheimerii 	Lesquerella lindheimeri		0.99	Synonym	Physaria lindheimeri	(A. Gray) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12134
Lesquerella lyrata 	Lesquerella lyrata		1	Synonym	Paysonia lyrata	(Rollins) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12135
Lesquerella mirandiana 	Lesquerella mirandiana		1	Accepted	Lesquerella mirandiana	Rollins	Brassicaceae	tropicos	 		12136
Lesquerella movaughiana 	Lesquerella mcvaughiana		0.99	Synonym	Physaria mcvaughiana	(Rollins) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12137
Lesquerella ovalifolia Rydb. 	Lesquerella ovalifolia	Rydb.	1	Synonym	Physaria ovalifolia	(Rydb.) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12138
Lesquerella ovalifolia Rydb. 	Lesquerella ovalifolia	Rydb.	1	Synonym	Physaria ovalifolia	(Rydb.) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12139
Lesquerella ovalifolia subsp. Ovalifolia 	Lesquerella ovalifolia		0.9	Synonym	Physaria ovalifolia	(Rydb.) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12140
Lesquerella pinetorum Wooton. et Standly 	Lesquerella pinetorum	Wooton & Standl.	0.96	Synonym	Physaria pinetorum	(Wooton & Standl.) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12141
Lesquerella pinetorum Wooton. et Standly 	Lesquerella pinetorum	Wooton & Standl.	0.96	Synonym	Physaria pinetorum	(Wooton & Standl.) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12142
Lesquerella purpurea 	Lesquerella purpurea		1	Synonym	Physaria purpurea	(A. Gray) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12143
Lesquerella purpurea 	Lesquerella purpurea		1	Synonym	Physaria purpurea	(A. Gray) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12144
Lesquerella purpurea 	Lesquerella purpurea		1	Synonym	Physaria purpurea	(A. Gray) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12145
Lesquerella recurvata 	Lesquerella recurvata		1	Synonym	Physaria recurvata	(Engelm. ex A. Gray) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12146
Lesquerella sessilis 	Lesquerella sessilis		1	Synonym	Physaria sessilis	(S. Watson) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12147
Lesquerella wardii 	Lesquerella wardii		1	Synonym	Physaria kingii subsp. latifolia	(A. Nelson) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12148
Lesquerella wardii 	Lesquerella wardii		1	Synonym	Physaria kingii subsp. latifolia	(A. Nelson) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12149
Lesquerella wardii 	Lesquerella wardii		1	Synonym	Physaria kingii subsp. latifolia	(A. Nelson) O'Kane & Al-Shehbaz	Brassicaceae	tropicos	 		12150
Leucas martinicensis 	Leucas martinicensis		1	Accepted	Leucas martinicensis	(Jacq.) R. Br.	Lamiaceae	tropicos	 		12151
Leucojum aestivum 	Leucojum aestivum		1	Accepted	Leucojum aestivum	L.	Amaryllidaceae	tropicos;usda	 		12152
Leucojum vernum 	Leucojum vernum		1	Accepted	Leucojum vernum	L.	Amaryllidaceae	tropicos;usda	 		12153
Libanotis buchtormensis 	Libanotis buchtormensis		1	Accepted	Libanotis buchtormensis	(Fisch.) DC.	Apiaceae	tropicos	 		12154
Libanotis marginata Eug. Kor. 	Libanotis marginata	Korovin	0.86	Synonym	Seseli marginatum	Pimenov & Sdobnina	Apiaceae	tropicos	 		12155
Licania splendens 	Licania splendens		1	Accepted	Licania splendens	(Korth.) Prance	Chrysobalanaceae	tropicos	 		12156
Licuala grandis 	Licuala grandis		1	Accepted	Licuala grandis	H. Wendl. ex Linden	Arecaceae	tropicos	 		12157
Ligularia przewalskii 	Ligularia przewalskii		1	Accepted	Ligularia przewalskii	(Maxim.) Diels	Asteraceae	tropicos;gcc	 		12158
Ligularia przewalskii 	Ligularia przewalskii		1	Accepted	Ligularia przewalskii	(Maxim.) Diels	Asteraceae	tropicos;gcc	 		12159
Ligustrum japonicum 	Ligustrum japonicum		1	Accepted	Ligustrum japonicum	Thunb.	Oleaceae	tropicos;usda	 		12160
Ligustrum lucidum 	Ligustrum lucidum		1	Accepted	Ligustrum lucidum	W.T. Aiton	Oleaceae	tropicos;usda	 		12161
Limnanthes bakeri J. T. Howell. 	Limnanthes bakeri	J.T. Howell	0.97	Accepted	Limnanthes bakeri	J.T. Howell	Limnanthaceae	tropicos;usda	 		12162
Limnanthes striata Jepson. 	Limnanthes striata	Jeps.	0.94	Synonym	Limnanthes douglasii subsp. striata	(Jeps.) Morin	Limnanthaceae	tropicos	 		12163
Linaria acutiloba 	Linaria acutiloba		1	Accepted	Linaria acutiloba	Fisch. ex Rchb.	Plantaginaceae	tropicos	 		12164
Linaria vulgaris 	Linaria vulgaris		1	Accepted	Linaria vulgaris	Mill.	Plantaginaceae	tropicos;usda	 		12165
Lindera aggregata 	Lindera aggregata		1	Accepted	Lindera aggregata	(Sims) Kosterm.	Lauraceae	tropicos	 		12166
Linum album 	Linum album		1	No opinion				tropicos	 		12167
Linum arenicola 	Linum arenicola		1	Accepted	Linum arenicola	(Small) H.J.P. Winkl.	Linaceae	tropicos	 		12168
Linum aristatum Engelm. 	Linum aristatum	Engelm.	1	Accepted	Linum aristatum	Engelm.	Linaceae	tropicos;usda	 		12169
Linum australe Boiss. 	Linum australe	A. Heller	0.82	Accepted	Linum australe	A. Heller	Linaceae	tropicos;usda	 		12170
Linum capitatum Kit. et Schultg. 	Linum capitatum	Kit. ex Schultes	0.93	No opinion				tropicos	 		12171
Linum corymbiferum Rchl. 	Linum		0.5	Accepted	Linum	L.	Linaceae	tropicos	 [Partial match] 		12172
Linum dolomiticum 	Linum		0.5	Accepted	Linum	L.	Linaceae	tropicos	 [Partial match] 		12173
Linum extraaxillare 	Linum extraaxillare		1	Accepted	Linum extraaxillare	Kit.	Linaceae	tropicos	 		12174
Linum gallicum Sp. 	Linum gallicum		0.9	Synonym	Linum trigynum	L.	Linaceae	tropicos;usda	 		12175
Linum gallicum Sp. 	Linum gallicum		0.9	Synonym	Linum trigynum	L.	Linaceae	tropicos;usda	 		12176
Linum gallicum Sp. 	Linum gallicum		0.9	Synonym	Linum trigynum	L.	Linaceae	tropicos;usda	 		12177
Linum hirsutum L. 	Linum hirsutum	L.	1	No opinion				tropicos	 		12178
Linum holstii 	Linum holstii		1	No opinion				tropicos	 		12179
Linum hudson(i)oides Planch. 	Linum		0.9	Accepted	Linum	L.	Linaceae	tropicos	 		12180
Linum imbricatum 	Linum imbricatum		1	Accepted	Linum imbricatum	(Raf.) Shinners	Linaceae	tropicos;usda	 		12181
Linum lewisii Purch. 	Linum lewisii	Pursh	0.89	Accepted	Linum lewisii	Pursh	Linaceae	tropicos;usda	 		12182
Linum lundellii 	Linum lundellii		1	Accepted	Linum lundellii	C.M. Rogers	Linaceae	tropicos;usda	 		12183
Linum marginatum Poir. 	Linum marginatum	Poir.	1	No opinion				tropicos	 		12184
Linum maritimum L. 	Linum maritimum	L.	1	No opinion				tropicos	 		12185
Linum medium Br. ex Br. et A. Brocow 	Linum medium	(Planch.) Britton	0.82	Accepted	Linum medium	(Planch.) Britton	Linaceae	tropicos;usda	 		12186
Linum mexicanum 	Linum mexicanum		1	Accepted	Linum mexicanum	Kunth	Linaceae	tropicos	 		12187
Linum muelleri Moris. 	Linum muelleri	(Small) H.J.P. Winkl.	0.81	Synonym	Linum nelsonii	Rose	Linaceae	tropicos	 		12188
Linum nervosum Waldst. 	Linum nervosum	Waldst.	1	Accepted	Linum nervosum	Waldst.	Linaceae	tropicos	 		12189
Linum ochiedeanum 	Linum schiedeanum		0.99	Accepted	Linum schiedeanum	Schltdl. & Cham.	Linaceae	tropicos;usda	 		12190
Linum pallescens Bgr. 	Linum pallescens	Bunge	0.83	Accepted	Linum pallescens	Bunge	Linaceae	tropicos	 		12191
Linum pratense Small. 	Linum pratense	(Norton) Small	0.88	Accepted	Linum pratense	(Norton) Small	Linaceae	tropicos;usda	 		12192
Linum rigidum Pursh. 	Linum rigidum	Pursh	0.95	Accepted	Linum rigidum	Pursh	Linaceae	tropicos;usda	 		12193
